idx	Load [N]	Left Gap [μm]	Right Gap [μm]
26793	85.58545059905953	24039.494338860895	21452.71659600287
26794	83.95913061864769	24040.480839994252	21456.005328451953
26795	83.95913061864769	24043.111509717775	21449.838955152372
26796	85.67785513588711	24046.728680669752	21452.71659600287
26797	88.3575863537352	24042.12500856556	21460.527335653973
26798	90.15023375752418	24041.138507420415	21456.005328451953
26799	89.37403594950996	24037.52133661539	21460.938427222645
26800	86.56493864841269	24039.165505151344	21463.816068226028
26801	85.40064152298368	24039.165505151344	21460.116244086104
26802	84.53203882214706	24038.836671442587	21462.17170193352
26803	85.8257023931331	24041.796174849726	21463.404976651687
26804	88.32062454842736	24044.426844598398	21460.116244086104
26805	90.57529443806106	24044.098010877064	21457.238603133705
26806	90.16871465702872	24044.098010877064	21456.82751157231
26807	89.85453936111236	24045.084512043424	21455.594236892986
26808	88.69024259573905	24042.12500856556	21460.938427222645
26809	87.24873213868159	24043.111509717775	21459.2940609528
26810	86.36164868335021	24041.467341134678	21458.060786258917
26811	86.78670951494712	24044.098010877064	21457.238603133705
26812	87.34113666101734	24040.152006282347	21457.238603133705
26813	88.72720439976564	24046.728680669752	21456.005328451953
26814	89.52188315538001	24043.76917715651	21458.060786258917
26815	89.90998206106184	24042.45384228218	21455.594236892986
26816	90.44592814576981	24039.494338860895	21453.538779110288
26817	89.7436539603512	24039.823172571225	21456.82751157231
26818	88.19125822884001	24039.165505151344	21453.127687556174
26819	87.50746479919735	24041.467341134678	21456.005328451953
26820	86.15835871438986	24038.50783773461	21459.2940609528
26821	84.62444336818459	24040.152006282347	21456.005328451953
26822	85.04950426954184	24039.823172571225	21458.471877822736
26823	86.1398778079274	24039.165505151344	21454.772053777484
26824	87.00848037684801	24042.45384228218	21456.005328451953
26825	86.527976836873	24043.44034343675	21455.594236892986
26826	85.3082369837349	24043.111509717775	21454.772053777484
26827	83.88520697721856	24042.12500856556	21457.238603133705
26828	83.5895124063149	24038.50783773461	21457.649694695905
26829	84.4950770035054	24041.796174849726	21454.36096222094
26830	86.1029159949058	24039.165505151344	21460.938427222645
26831	86.91607585161887	24041.138507420415	21456.005328451953
26832	85.69633604315572	24041.138507420415	21456.005328451953
26833	83.99609243916768	24040.480839994252	21456.82751157231
26834	83.57103149535772	24039.165505151344	21458.060786258917
26835	83.27533691562962	24041.138507420415	21458.471877822736
26836	82.5915431681637	24038.50783773461	21456.005328451953
26837	84.19938244971104	24044.426844598398	21456.416420011727
26838	85.4560842461454	24039.165505151344	21453.949870665212
26839	85.04950426954184	24038.50783773461	21451.48332134781
26840	83.97761152892383	24040.480839994252	21452.305504450374
26841	82.83179503045125	24038.50783773461	21454.36096222094
26842	83.14597053438536	24033.904165905413	21456.82751157231
26843	84.42115336583385	24042.12500856556	21453.127687556174
26844	85.41912243073659	24035.877168099076	21455.183145334828
26845	87.69227383856867	24041.467341134678	21456.82751157231
26846	89.2077078404609	24042.45384228218	21456.416420011727
26847	88.20973913173447	24041.138507420415	21457.649694695905
26848	86.19532052721814	24042.782675999584	21456.82751157231
26849	86.21380143358391	24042.12500856556	21456.82751157231
26850	86.69430498778763	24040.480839994252	21455.594236892986
26851	86.69430498778763	24036.863669206512	21457.238603133705
26852	87.4889838950836	24036.534835503247	21455.594236892986
26853	87.28569394771222	24036.20600180077	21458.471877822736
26854	85.88114511406815	24040.480839994252	21456.82751157231
26855	85.08646608624292	24037.85017032101	21453.127687556174
26856	85.78874057901521	24042.45384228218	21453.538779110288
26857	86.21380143358391	24042.12500856556	21452.305504450374
26858	85.69633604315572	24038.50783773461	21452.305504450374
26859	85.3636797073811	24036.534835503247	21452.71659600287
26860	86.38012958942596	24040.152006282347	21453.127687556174
26861	87.10088490127316	24035.877168099076	21453.949870665212
26862	86.41709140148095	24038.17900402742	21453.127687556174
26863	84.77229064016234	24042.12500856556	21454.772053777484
26864	85.32671789164931	24038.50783773461	21452.71659600287
26865	87.19328942489443	24039.823172571225	21453.127687556174
26866	88.50543357368497	24041.467341134678	21453.949870665212
26867	87.52594570327898	24042.782675999584	21453.949870665212
26868	86.04747327513167	24037.192502910555	21456.416420011727
26869	85.16038971925718	24036.20600180077	21454.36096222094
26870	84.2917869986623	24037.192502910555	21454.36096222094
26871	82.92419959140659	24042.45384228218	21452.305504450374
26872	82.92419959140659	24040.480839994252	21453.949870665212
26873	84.95709972722369	24036.20600180077	21447.372405883478
26874	86.49101502520438	24036.20600180077	21452.71659600287
26875	86.04747327513167	24038.50783773461	21452.305504450374
26876	83.44166511774898	24037.85017032101	21456.005328451953
26877	81.26091736972529	24041.138507420415	21457.238603133705
26878	81.35332194452087	24039.823172571225	21454.36096222094
26879	83.09052779907921	24038.17900402742	21453.538779110288
26880	84.01457334937902	24036.863669206512	21458.471877822736
26881	85.2897560757882	24037.52133661539	21454.36096222094
26882	86.25076324621875	24037.85017032101	21454.36096222094
26883	85.14190881105213	24033.57533220921	21454.36096222094
26884	83.97761152892383	24036.20600180077	21452.305504450374
26885	84.21786335956602	24036.863669206512	21454.772053777484
26886	82.9057186792806	24038.836671442587	21454.772053777484
26887	83.16445144608906	24037.192502910555	21455.594236892986
26888	83.90368788762453	24040.152006282347	21455.183145334828
26889	83.79280242470287	24038.17900402742	21455.183145334828
26890	84.1809015398236	24040.80967370694	21452.305504450374
26891	85.56696969159725	24032.917664819175	21454.36096222094
26892	86.02899236847577	24043.111509717775	21456.005328451953
26893	84.92013791007008	24040.80967370694	21452.71659600287
26894	84.38419154680378	24035.877168099076	21451.072229797737
26895	83.7003978713766	24042.12500856556	21448.194588969876
26896	83.84824515630959	24038.50783773461	21450.25004670002
26897	84.19938244971104	24037.85017032101	21453.127687556174
26898	83.53406967334598	24037.85017032101	21451.894412898688
26899	81.24243645466822	24039.494338860895	21456.005328451953
26900	80.79889448350553	24035.219500698047	21453.538779110288
26901	83.66343604981915	24034.232999602387	21450.25004670002
26902	85.12342790281468	24036.20600180077	21450.25004670002
26903	85.41912243073659	24036.863669206512	21448.605680514287
26904	84.95709972722369	24034.890666998705	21451.894412898688
26905	83.21989418100549	24032.917664819175	21449.42786360554
26906	83.38622238400137	24032.917664819175	21447.783497426273
26907	85.49304606142522	24033.904165905413	21451.48332134781
26908	87.65531203095128	24037.192502910555	21448.194588969876
26909	84.8462142753749	24031.273496357822	21446.96131434149
26910	81.05762730230282	24037.85017032101	21448.194588969876
26911	79.76396314423715	24035.219500698047	21448.194588969876
26912	80.83585631515422	24032.917664819175	21448.605680514287
26913	82.22192490775649	24034.232999602387	21446.96131434149
26914	85.41912243073659	24040.152006282347	21450.661138248473
26915	86.60190045982358	24027.32749213063	21447.783497426273
26916	84.2917869986623	24030.944662667906	21449.42786360554
26917	82.70242864374848	24034.232999602387	21446.55022280031
26918	84.07001607981886	24035.54833439817	21451.072229797737
26919	84.73532882236191	24031.273496357822	21452.305504450374
26920	84.27330608893675	24026.99865845013	21451.894412898688
26921	82.57306225545244	24035.219500698047	21446.96131434149
26922	80.5401616583045	24032.588831125337	21451.48332134781
26923	80.24446699308527	24031.273496357822	21446.96131434149
26924	82.72090955623207	24032.917664819175	21446.55022280031
26925	84.97558063575195	24029.95816160287	21449.838955152372
26926	84.08849698990065	24026.012157413345	21447.783497426273
26927	81.05762730230282	24034.561833300155	21449.01677205951
26928	80.61408532330131	24029.95816160287	21444.494765106534
26929	82.53610042993228	24023.710321688293	21449.42786360554
26930	84.79077154901393	24033.246498513803	21453.538779110288
26931	86.0105114617877	24030.944662667906	21451.894412898688
26932	86.74974770417987	24028.31399317684	21449.838955152372
26933	86.73126679874798	24031.602330048525	21449.01677205951
26934	85.38216061519853	24028.642826860472	21449.838955152372
26935	84.31026790835529	24031.93116374001	21450.661138248473
26936	83.55255058436802	24028.31399317684	21448.605680514287
26937	82.92419959140659	24027.32749213063	21451.072229797737
26938	82.22192490775649	24028.31399317684	21451.48332134781
26939	82.57306225545244	24028.971660544892	21448.194588969876
26940	84.5874815498666	24030.615828978775	21448.605680514287
26941	86.93455675672908	24031.93116374001	21446.96131434149
26942	87.28569394771222	24031.602330048525	21448.194588969876
26943	86.02899236847577	24028.31399317684	21450.25004670002
26944	84.10697789995004	24033.246498513803	21447.783497426273
26945	83.94064970833904	24037.192502910555	21447.783497426273
26946	84.90165700144479	24039.823172571225	21447.372405883478
26947	85.8441833001437	24038.17900402742	21451.072229797737
26948	86.04747327513167	24041.138507420415	21450.25004670002
26949	85.40064152298368	24029.62932791609	21454.772053777484
26950	85.23431335175451	24037.192502910555	21447.372405883478
26951	85.8441833001437	24042.782675999584	21456.82751157231
26952	84.77229064016234	24034.890666998705	21452.305504450374
26953	83.18293235776036	24036.863669206512	21454.772053777484
26954	82.73939046868321	24047.386348125783	21454.36096222094
26955	83.27533691562962	24032.917664819175	21447.783497426273
26956	85.17887062743	24042.45384228218	21449.838955152372
26957	87.59986931928432	24037.192502910555	21449.42786360554
26958	88.74568530173082	24034.561833300155	21452.305504450374
26959	86.78670951494712	24047.71518185498	21450.661138248473
26960	84.03305425955807	24032.25999743228	21449.838955152372
26961	78.93232181503879	24037.52133661539	21451.072229797737
26962	77.04726788920522	24042.12500856556	21449.838955152372
26963	79.3204211102618	24032.588831125337	21452.71659600287
26964	82.12952034062056	24036.534835503247	21454.772053777484
26965	83.1090087108804	24036.534835503247	21446.55022280031
26966	83.51558876229149	24036.534835503247	21448.194588969876
26967	83.64495513899169	24041.796174849726	21447.372405883478
26968	84.23634426938861	24035.54833439817	21446.96131434149
26969	86.08443508834671	24033.904165905413	21447.783497426273
26970	85.65937422858616	24032.25999743228	21446.139131259937
26971	84.23634426938861	24033.57533220921	21446.55022280031
26972	83.03508506348084	24032.588831125337	21444.494765106534
26973	82.51761951712342	24029.95816160287	21449.01677205951
26974	83.4231842065322	24035.877168099076	21445.31694818162
26975	83.77432151410261	24037.85017032101	21448.194588969876
26976	83.73735969280449	24029.95816160287	21449.01677205951
26977	84.90165700144479	24027.656325811913	21451.48332134781
26978	84.5874815498666	24031.602330048525	21449.01677205951
26979	84.01457334937902	24031.273496357822	21449.838955152372
26980	84.67988609541891	24036.863669206512	21450.661138248473
26981	86.1029159949058	24030.615828978775	21447.372405883478
26982	88.06189190768185	24031.602330048525	21446.139131259937
26983	87.71075474232919	24033.246498513803	21445.728039720376
26984	86.28772505872479	24026.012157413345	21449.01677205951
26985	85.9920305550674	24030.286995290433	21446.139131259937
26986	86.527976836873	24029.62932791609	21447.783497426273
26987	86.02899236847577	24031.273496357822	21440.794941308624
26988	86.12139690143283	24039.494338860895	21448.194588969876
26989	85.38216061519853	24033.246498513803	21449.01677205951
26990	85.78874057901521	24032.917664819175	21451.072229797737
26991	86.8791140413021	24029.95816160287	21449.01677205951
26992	87.45202208675983	24036.20600180077	21449.838955152372
26993	85.40064152298368	24031.93116374001	21449.01677205951
26994	83.3492605613406	24035.54833439817	21452.305504450374
26995	81.90774937617243	24034.232999602387	21454.772053777484
26996	83.25685600412078	24030.944662667906	21448.194588969876
26997	85.3636797073811	24033.246498513803	21446.96131434149
26998	86.93455675672908	24033.904165905413	21447.783497426273
26999	86.43557230746018	24036.534835503247	21446.96131434149
27000	85.0125424527115	24036.20600180077	21449.838955152372
27001	84.53203882214706	24031.93116374001	21451.48332134781
27002	84.93861881866303	24033.246498513803	21451.894412898688
27003	85.47456515380145	24036.534835503247	21451.072229797737
27004	86.02899236847577	24037.52133661539	21451.894412898688
27005	86.08443508834671	24036.20600180077	21450.661138248473
27006	88.3575863537352	24038.836671442587	21451.48332134781
27007	91.7580718952513	24032.917664819175	21449.838955152372
27008	96.45221864946956	24036.534835503247	21445.728039720376
27009	98.17094116602493	24042.782675999584	21447.783497426273
27010	95.39880794074287	24048.044015584965	21448.194588969876
27011	91.11124048949739	24043.76917715651	21451.48332134781
27012	87.19328942489443	24046.728680669752	21454.36096222094
27013	83.46014602893331	24047.71518185498	21460.938427222645
27014	80.20750515934407	24046.728680669752	21457.238603133705
27015	78.85839813811731	24044.426844598398	21452.305504450374
27016	78.24852778346201	24037.85017032101	21456.005328451953
27017	80.74345173578735	24033.904165905413	21453.949870665212
27018	84.56900064065911	24036.534835503247	21457.238603133705
27019	88.57935718289093	24032.25999743228	21457.649694695905
27020	89.68821125953963	24033.904165905413	21451.072229797737
27021	90.11327195841943	24036.863669206512	21449.838955152372
27022	89.263150543765	24037.85017032101	21446.96131434149
27023	89.09682243298926	24038.836671442587	21449.838955152372
27024	87.10088490127316	24043.44034343675	21446.139131259937
27025	85.53000787657578	24035.877168099076	21451.072229797737
27026	85.12342790281468	24042.45384228218	21456.005328451953
27027	85.60393150648969	24041.138507420415	21451.072229797737
27028	85.32671789164931	24041.138507420415	21448.605680514287
27029	85.3082369837349	24044.75567832052	21449.838955152372
27030	85.60393150648969	24036.534835503247	21446.139131259937
27031	85.8441833001437	24032.917664819175	21446.55022280031
27032	87.84012106775424	24037.192502910555	21444.0836735702
27033	89.42947865195094	24038.836671442587	21451.48332134781
27034	90.72314162733909	24043.44034343675	21453.949870665212
27035	90.07631015918702	24034.232999602387	21447.372405883478
27036	89.00441792588339	24033.904165905413	21448.194588969876
27037	88.78264710556533	24044.098010877064	21451.072229797737
27038	88.28366274299128	24042.12500856556	21446.55022280031
27039	86.65734317669865	24042.45384228218	21446.55022280031
27040	85.80722148609027	24042.12500856556	21450.661138248473
27041	85.53000787657578	24047.057514397373	21452.71659600287
27042	85.53000787657578	24043.76917715651	21450.25004670002
27043	85.41912243073659	24041.467341134678	21457.649694695905
27044	85.23431335175451	24036.534835503247	21452.305504450374
27045	84.86469518409712	24036.20600180077	21452.71659600287
27046	85.5115269690167	24038.836671442587	21451.894412898688
27047	87.04544218671447	24034.232999602387	21448.605680514287
27048	90.07631015918702	24033.246498513803	21446.55022280031
27049	92.29401788767984	24039.494338860895	21450.661138248473
27050	91.22212587610744	24044.75567832052	21453.127687556174
27051	87.61835022320543	24042.12500856556	21449.01677205951
27052	84.43963427530025	24042.12500856556	21447.372405883478
27053	84.42115336583385	24044.426844598398	21449.42786360554
27054	85.49304606142522	24044.75567832052	21441.617124369175
27055	86.80519042028249	24037.192502910555	21440.794941308624
27056	88.2282200345968	24035.877168099076	21444.494765106534
27057	87.47050299093775	24036.534835503247	21444.494765106534
27058	85.12342790281468	24036.863669206512	21447.372405883478
27059	84.69836700443233	24034.561833300155	21442.850398966053
27060	85.3636797073811	24033.904165905413	21444.905856643672
27061	84.88317609278715	24040.152006282347	21445.728039720376
27062	84.45811518473431	24035.54833439817	21437.50620909874
27063	84.12545880996703	24038.50783773461	21446.139131259937
27064	83.5895124063149	24037.52133661539	21438.73948367139
27065	83.57103149535772	24041.138507420415	21437.50620909874
27066	84.7538097312783	24038.836671442587	21448.605680514287
27067	85.77025967190781	24039.823172571225	21451.48332134781
27068	84.82773336662024	24041.138507420415	21436.684026054343
27069	83.14597053438536	24034.232999602387	21447.372405883478
27070	82.79483320584154	24038.836671442587	21435.4507514938
27071	84.36571063724023	24033.57533220921	21442.439307432953
27072	88.17277732591367	24033.246498513803	21447.372405883478
27073	94.5856487272631	24031.273496357822	21437.917300622154
27074	96.00867731086885	24036.20600180077	21446.55022280031
27075	94.17906909763866	24041.796174849726	21444.0836735702
27076	87.52594570327898	24041.467341134678	21436.272934533357
27077	80.94674180931634	24043.76917715651	21449.838955152372
27078	74.45993841234713	24044.426844598398	21441.617124369175
27079	75.03284713816055	24041.796174849726	21443.26149049996
27080	79.874848649782	24036.20600180077	21448.605680514287
27081	84.21786335956602	24030.286995290433	21441.206032838498
27082	86.26924415248783	24035.877168099076	21447.783497426273
27083	86.56493864841269	24035.877168099076	21450.661138248473
27084	85.16038971925718	24033.57533220921	21443.26149049996
27085	82.79483320584154	24036.20600180077	21447.783497426273
27086	79.0247264104521	24036.534835503247	21440.794941308624
27087	78.80295538008147	24030.286995290433	21446.96131434149
27088	80.70648990381193	24029.3004942301	21440.794941308624
27089	83.97761152892383	24029.3004942301	21449.838955152372
27090	86.56493864841269	24029.62932791609	21459.70515251905
27091	85.8441833001437	24034.232999602387	21445.728039720376
27092	85.97354964831476	24036.534835503247	21449.838955152372
27093	84.34722972764439	24035.219500698047	21458.060786258917
27094	83.75584060346978	24031.273496357822	21444.494765106534
27095	83.84824515630959	24032.917664819175	21463.404976651687
27096	84.97558063575195	24033.57533220921	21445.728039720376
27097	86.25076324621875	24027.985159493983	21444.905856643672
27098	86.78670951494712	24026.99865845013	21458.882969387363
27099	85.54848878410263	24031.273496357822	21439.97275825131
27100	82.12952034062056	24033.904165905413	21442.850398966053
27101	80.55864257460274	24035.219500698047	21456.416420011727
27102	80.35535249352364	24033.246498513803	21441.206032838498
27103	82.22192490775649	24035.54833439817	21454.772053777484
27104	84.12545880996703	24035.877168099076	21456.416420011727
27105	85.8257023931331	24035.54833439817	21443.672582034676
27106	87.52594570327898	24033.57533220921	21455.183145334828
27107	88.89353251630041	24029.95816160287	21446.55022280031
27108	88.11733461694217	24031.602330048525	21445.728039720376
27109	85.08646608624292	24039.165505151344	21446.96131434149
27110	81.15003187889351	24032.588831125337	21442.439307432953
27111	80.5031998256099	24030.944662667906	21441.617124369175
27112	82.09255851353817	24033.904165905413	21441.206032838498
27113	84.12545880996703	24030.286995290433	21444.494765106534
27114	84.31026790835529	24027.656325811913	21442.439307432953
27115	81.81534480626789	24026.012157413345	21439.561666723865
27116	81.51965017709756	24028.31399317684	21449.01677205951
27117	81.70445932130701	24028.31399317684	21435.4507514938
27118	83.33077964996158	24031.273496357822	21432.16201936787
27119	85.32671789164931	24025.354490059406	21448.194588969876
27120	85.97354964831476	24030.286995290433	21428.873287293576
27121	84.55051973141917	24028.31399317684	21435.039659975235
27122	83.66343604981915	24032.588831125337	21437.50620909874
27123	83.44166511774898	24027.985159493983	21429.284378800043
27124	81.4826883478645	24034.232999602387	21441.617124369175
27125	78.96928365330257	24030.944662667906	21434.217476940525
27126	78.91384089585767	24030.944662667906	21437.50620909874
27127	80.42927615982842	24027.32749213063	21437.917300622154
27128	80.87281814667222	24030.615828978775	21445.31694818162
27129	79.80092497954979	24031.273496357822	21448.605680514287
27130	79.78244406190987	24031.273496357822	21446.96131434149
27131	80.9837036404424	24024.36798903439	21448.194588969876
27132	83.1274896226492	24020.093151340858	21446.96131434149
27133	83.23837509257936	24027.985159493983	21442.439307432953
27134	83.4231842065322	24027.32749213063	21439.97275825131
27135	82.81331411816262	24030.286995290433	21440.794941308624
27136	82.66546681868357	24027.985159493983	21442.439307432953
27137	82.46217677850171	24027.32749213063	21442.850398966053
27138	83.0535659753794	24025.354490059406	21439.561666723865
27139	83.90368788762453	24024.696822708614	21444.494765106534
27140	85.49304606142522	24022.394987005522	21441.617124369175
27141	86.02899236847577	24027.985159493983	21445.31694818162
27142	84.43963427530025	24022.72382067504	21444.0836735702
27143	80.02269598867457	24027.656325811913	21444.0836735702
27144	77.71258107859887	24026.012157413345	21449.01677205951
27145	77.56473370686837	24023.05265434534	21444.0836735702
27146	80.44775707632289	24024.36798903439	21441.617124369175
27147	81.13155096364062	24025.02565638362	21440.794941308624
27148	80.28142882669556	24029.62932791609	21440.794941308624
27149	79.91181048470162	24026.66982477042	21441.206032838498
27150	80.79889448350553	24025.354490059406	21439.97275825131
27151	80.05965782307032	24027.32749213063	21439.561666723865
27152	78.58118434498243	24022.06615333679	21435.861843013176
27153	78.56270342517735	24022.06615333679	21437.50620909874
27154	79.89332956725815	24020.093151340858	21440.383849779566
27155	81.98167303150962	24020.750818669705	21442.850398966053
27156	82.99812323958605	24025.02565638362	21444.0836735702
27157	84.64292427729504	24020.421985004887	21441.206032838498
27158	84.34722972764439	24016.8048147437	21440.794941308624
27159	83.60799331723956	24021.408486001674	21439.561666723865
27160	82.53610042993228	24026.012157413345	21441.206032838498
27161	81.00218455595655	24022.394987005522	21440.383849779566
27162	80.96522272489574	24025.354490059406	21446.139131259937
27163	82.42521495259109	24023.381488016425	21439.150575197225
27164	82.9057186792806	24022.394987005522	21436.684026054343
27165	82.11103942709565	24025.02565638362	21438.328392146366
27166	81.33484102962694	24025.354490059406	21437.09511757614
27167	80.41079524330127	24021.079652335295	21438.328392146366
27168	79.46826845701804	24026.012157413345	21439.150575197225
27169	80.24446699308527	24022.72382067504	21438.328392146366
27170	82.0555966863256	24021.737319668842	21438.328392146366
27171	83.71887878210674	24025.354490059406	21437.917300622154
27172	84.69836700443233	24025.02565638362	21437.50620909874
27173	84.95709972722369	24024.36798903439	21441.617124369175
27174	83.71887878210674	24025.683323735982	21434.628568457476
27175	82.07407759994817	24021.408486001674	21439.561666723865
27176	80.09661965733505	24027.985159493983	21439.561666723865
27177	79.35738294714764	24028.31399317684	21445.728039720376
27178	80.04117690588879	24027.985159493983	21442.439307432953
27179	81.50116926249729	24022.06615333679	21443.672582034676
27180	82.44369586556257	24022.06615333679	21442.028215900657
27181	82.46217677850171	24025.683323735982	21444.0836735702
27182	83.01660415154964	24019.435484015154	21444.0836735702
27183	82.53610042993228	24019.435484015154	21441.617124369175
27184	81.5935738351726	24028.971660544892	21442.439307432953
27185	83.14597053438536	24025.02565638362	21436.684026054343
27186	83.90368788762453	24024.696822708614	21439.150575197225
27187	83.18293235776036	24024.696822708614	21439.150575197225
27188	82.83179503045125	24026.012157413345	21436.272934533357
27189	82.31432947407865	24024.696822708614	21435.861843013176
27190	81.33484102962694	24028.642826860472	21438.328392146366
27191	80.31839066017506	24024.696822708614	21438.73948367139
27192	80.5031998256099	24019.76431767762	21437.917300622154
27193	80.79889448350553	24026.012157413345	21441.617124369175
27194	79.72700130879355	24027.985159493983	21435.039659975235
27195	79.08016916730611	24023.381488016425	21435.4507514938
27196	81.07610821768628	24022.72382067504	21434.628568457476
27197	83.40470329528296	24028.31399317684	21435.039659975235
27198	86.43557230746018	24027.656325811913	21434.628568457476
27199	86.49101502520438	24027.656325811913	21433.395293909045
27200	83.95913061864769	24026.340991091492	21432.573110880785
27201	81.5566120062004	24021.737319668842	21433.395293909045
27202	80.15206240848681	24025.683323735982	21435.039659975235
27203	79.98573415414779	24024.696822708614	21435.861843013176
27204	80.48471890921365	24025.02565638362	21435.861843013176
27205	83.33077964996158	24025.02565638362	21438.328392146366
27206	86.19532052721814	24023.381488016425	21439.150575197225
27207	86.0105114617877	24026.99865845013	21439.97275825131
27208	84.8462142753749	24023.381488016425	21436.272934533357
27209	84.80925245783328	24025.02565638362	21437.917300622154
27210	84.93861881866303	24025.02565638362	21440.794941308624
27211	84.08849698990065	24027.985159493983	21433.80638542438
27212	83.14597053438536	24027.32749213063	21437.50620909874
27213	82.9057186792806	24025.354490059406	21437.917300622154
27214	83.36774147268716	24020.421985004887	21437.917300622154
27215	83.82976424580653	24022.394987005522	21435.039659975235
27216	82.70242864374848	24022.72382067504	21442.028215900657
27217	81.57509292070279	24022.72382067504	21442.439307432953
27218	82.25888673438294	24022.06615333679	21439.97275825131
27219	82.81331411816262	24025.354490059406	21436.272934533357
27220	84.93861881866303	24031.273496357822	21434.628568457476
27221	86.25076324621875	24024.039155360948	21434.628568457476
27222	85.5115269690167	24025.02565638362	21434.628568457476
27223	84.4950770035054	24026.340991091492	21433.395293909045
27224	82.35129130037961	24021.737319668842	21434.217476940525
27225	82.00015394526253	24023.05265434534	21435.4507514938
27226	82.70242864374848	24019.435484015154	21435.039659975235
27227	83.18293235776036	24018.120149373157	21433.395293909045
27228	82.51761951712342	24021.079652335295	21437.50620909874
27229	82.77635229348795	24022.72382067504	21435.039659975235
27230	83.71887878210674	24018.777816692593	21436.272934533357
27231	84.93861881866303	24018.448983032482	21436.684026054343
27232	84.8462142753749	24028.31399317684	21437.50620909874
27233	84.32874881801604	24019.435484015154	21437.50620909874
27234	82.83179503045125	24028.642826860472	21437.50620909874
27235	81.42724560377002	24023.710321688293	21436.272934533357
27236	80.66952807170571	24027.32749213063	21434.628568457476
27237	80.72497081981601	24022.72382067504	21431.75092785576
27238	81.50116926249729	24023.05265434534	21432.16201936787
27239	82.36977221348127	24019.106650353482	21432.573110880785
27240	82.64698590610243	24022.394987005522	21437.09511757614
27241	83.0535659753794	24023.381488016425	21435.861843013176
27242	83.23837509257936	24021.737319668842	21438.328392146366
27243	81.87078754830833	24027.32749213063	21438.73948367139
27244	81.1869937093013	24026.012157413345	21440.383849779566
27245	79.94877231949022	24025.683323735982	21433.395293909045
27246	79.06168824838755	24025.02565638362	21437.50620909874
27247	77.89739029029857	24026.012157413345	21428.873287293576
27248	77.73106199991696	24025.02565638362	21435.861843013176
27249	79.35738294714764	24020.093151340858	21434.217476940525
27250	80.79889448350553	24021.079652335295	21436.272934533357
27251	81.70445932130701	24021.079652335295	21435.861843013176
27252	82.20344399439443	24019.435484015154	21434.628568457476
27253	80.74345173578735	24020.750818669705	21431.339836344458
27254	80.63256623946876	24023.05265434534	21428.873287293576
27255	82.40673403958698	24025.354490059406	21434.217476940525
27256	82.75787138110184	24020.421985004887	21435.861843013176
27257	82.86875685493084	24026.012157413345	21435.4507514938
27258	83.16445144608906	24024.696822708614	21433.80638542438
27259	83.1090087108804	24021.408486001674	21438.73948367139
27260	81.75990206393419	24022.72382067504	21435.039659975235
27261	81.094589133037	24023.381488016425	21434.628568457476
27262	82.70242864374848	24022.394987005522	21434.217476940525
27263	83.71887878210674	24020.750818669705	21434.628568457476
27264	83.38622238400137	24020.421985004887	21434.217476940525
27265	82.09255851353817	24019.435484015154	21436.272934533357
27266	81.11307004835521	24019.106650353482	21441.617124369175
27267	80.09661965733505	24023.710321688293	21439.561666723865
27268	80.17054332547195	24023.05265434534	21438.73948367139
27269	80.24446699308527	24022.06615333679	21435.4507514938
27270	82.0555966863256	24025.02565638362	21433.80638542438
27271	81.46420743319885	24028.642826860472	21434.217476940525
27272	79.85636773227299	24027.985159493983	21436.272934533357
27273	80.92826089370425	24024.36798903439	21431.75092785576
27274	83.0535659753794	24021.408486001674	21430.51765332427
27275	83.60799331723956	24023.05265434534	21428.873287293576
27276	81.5935738351726	24020.093151340858	21433.80638542438
27277	81.13155096364062	24023.05265434534	21430.106561815384
27278	80.66952807170571	24019.435484015154	21433.395293909045
27279	81.1869937093013	24020.750818669705	21435.861843013176
27280	81.26091736972529	24016.147147433672	21433.80638542438
27281	79.8378868147314	24020.750818669705	21435.4507514938
27282	78.76599354122675	24019.106650353482	21435.861843013176
27283	78.76599354122675	24023.05265434534	21435.039659975235
27284	79.98573415414779	24024.36798903439	21429.284378800043
27285	81.02066547143795	24025.354490059406	21429.284378800043
27286	81.79686389218932	24019.435484015154	21433.80638542438
27287	82.29584856087928	24025.354490059406	21434.217476940525
27288	81.00218455595655	24021.737319668842	21436.684026054343
27289	79.13561192386499	24023.05265434534	21434.217476940525
27290	76.84397773947899	24018.120149373157	21437.50620909874
27291	75.91993155400587	24022.394987005522	21436.684026054343
27292	75.95689340301112	24022.06615333679	21439.97275825131
27293	76.52980204568388	24025.02565638362	21435.861843013176
27294	79.06168824838755	24021.737319668842	21435.4507514938
27295	81.4826883478645	24022.72382067504	21434.217476940525
27296	81.85230663432748	24020.421985004887	21433.80638542438
27297	81.35332194452087	24023.381488016425	21436.272934533357
27298	79.72700130879355	24025.354490059406	21431.339836344458
27299	79.28345927324489	24027.656325811913	21429.284378800043
27300	80.18902424242441	24021.079652335295	21426.406738271737
27301	79.24649743609672	24017.791315714618	21427.22892127579
27302	77.28751987919111	24021.408486001674	21428.873287293576
27303	79.24649743609672	24023.05265434534	21433.80638542438
27304	80.5031998256099	24022.72382067504	21438.328392146366
27305	80.28142882669556	24020.421985004887	21434.628568457476
27306	81.05762730230282	24020.093151340858	21439.150575197225
27307	83.36774147268716	24023.05265434534	21437.09511757614
27308	83.07204688724562	24022.72382067504	21437.917300622154
27309	81.63053566401459	24023.381488016425	21434.628568457476
